adc_value desired_adc_value voltage desired_voltage
0 0 0,0 0,0
0 1 0,0 3,225806
0 2 0,0 6,451613
0 3 0,0 9,67742
0 4 0,0 12,90323
0 5 0,0 16,12903
0 6 0,0 19,35484
0 7 0,0 22,58065
0 8 0,0 25,80645
0 9 0,0 29,03226
0 10 0,0 32,25806
0 11 0,0 35,48387
0 12 0,0 38,70968
0 13 0,0 41,93548
0 14 0,0 45,16129
0 15 0,0 48,3871
0 16 0,0 51,61291
0 17 0,0 54,83871
0 18 0,0 58,06452
0 19 0,0 61,29032
0 20 0,0 64,51613
0 21 0,0 67,74194
0 22 0,0 70,96775
0 23 0,0 74,19355
0 24 0,0 77,41936
0 25 0,0 80,64517
0 26 0,0 83,87096
0 27 0,0 87,09678
0 28 0,0 90,32258
0 29 0,0 93,54838
0 30 0,0 96,7742
0 31 0,0 100,0
0 32 0,0 103,2258
0 33 0,0 106,4516
0 34 0,0 109,6774
0 35 0,0 112,9032
0 36 0,0 116,129
0 37 0,0 119,3548
0 38 1,612903 122,5806
0 39 1,129032 125,8065
1 40 1,774194 129,0323
0 41 1,612903 132,2581
2 42 5,645161 135,4839
2 43 8,064516 138,7097
3 44 9,83871 141,9355
5 45 17,25806 145,1613
5 46 17,41936 148,3871
6 47 20,64516 151,6129
6 48 19,83871 154,8387
8 49 26,93549 158,0645
8 50 27,09677 161,2903
8 51 26,45161 164,5161
12 52 37,90323 167,7419
6 53 18,3871 170,9677
9 54 29,35484 174,1935
14 55 45,32259 177,4194
11 56 35,80645 180,6452
16 57 51,45162 183,871
15 58 49,67742 187,0968
15 59 49,51613 190,3226
14 60 45,16129 193,5484
20 61 64,67742 196,7742
17 62 54,35484 200,0
18 63 57,58065 203,2258
21 64 69,03226 206,4516
20 65 64,67742 209,6774
25 66 80,48388 212,9032
18 67 59,67742 216,129
24 68 77,58064 219,3548
25 69 81,29032 222,5806
28 70 91,6129 225,8065
26 71 85,48388 229,0323
28 72 91,45162 232,2581
33 73 105,0 235,4839
30 74 98,06452 238,7097
28 75 90,96774 241,9355
29 76 94,35484 245,1613
31 77 101,129 248,3871
30 78 96,7742 251,6129
5 79 16,93548 254,8387
36 80 116,9355 258,0645
35 81 111,4516 261,2903
36 82 114,8387 264,5161
42 83 134,0322 267,7419
37 84 119,1935 270,9677
42 85 135,4839 274,1935
37 86 119,0323 277,4193
38 87 122,4194 280,6452
39 88 125,6452 283,871
42 89 136,9355 287,0968
45 90 146,2903 290,3226
46 91 149,3548 293,5484
44 92 140,6452 296,7742
46 93 146,9355 300,0
48 94 154,8387 303,2258
41 95 131,9355 306,4516
46 96 148,5484 309,6774
51 97 165,6452 312,9032
47 98 150,4839 316,129
53 99 170,9677 319,3548
57 100 184,3548 322,5806
60 101 193,0645 325,8065
50 102 161,7742 329,0323
60 103 192,7419 332,2581
62 104 199,8387 335,4838
55 105 178,2258 338,7097
57 106 184,8387 341,9355
62 107 201,129 345,1613
59 108 191,129 348,3871
57 109 183,7097 351,6129
40 110 130,0 354,8387
67 111 217,5806 358,0645
69 112 221,129 361,2903
70 113 225,8065 364,5161
63 114 202,2581 367,7419
62 115 200,9677 370,9677
70 116 226,4516 374,1935
71 117 230,0 377,4193
72 118 233,2258 380,6452
72 119 233,3871 383,871
77 120 247,0968 387,0968
58 121 186,6129 390,3226
78 122 252,9032 393,5484
79 123 256,2903 396,7742
82 124 262,9032 400,0
75 125 241,7742 403,2258
83 126 267,5807 406,4516
83 127 267,9032 409,6774
84 128 272,5806 412,9032
83 129 268,871 416,129
84 130 270,0 419,3548
77 131 249,3549 422,5807
86 132 276,6129 425,8064
88 133 284,3548 429,0322
84 134 272,258 432,258
87 135 279,8387 435,4838
91 136 294,6774 438,7097
92 137 296,6129 441,9355
98 138 317,5807 445,1613
95 139 305,9677 448,3871
