adc_value desired_adc_value voltage desired_voltage
883 901 2847,581 2906,452
886 902 2856,613 2909,678
888 903 2865,484 2912,903
888 904 2866,129 2916,129
892 905 2876,129 2919,355
888 906 2865,0 2922,581
891 907 2874,677 2925,806
893 908 2881,936 2929,032
900 909 2902,742 2932,258
902 910 2910,645 2935,484
899 911 2899,839 2938,71
908 912 2928,226 2941,936
912 913 2941,774 2945,161
908 914 2929,032 2948,387
907 915 2926,613 2951,613
910 916 2933,871 2954,839
916 917 2954,516 2958,065
918 918 2962,258 2961,29
906 919 2922,419 2964,516
920 920 2968,71 2967,742
916 921 2954,194 2970,968
907 922 2925,968 2974,194
929 923 2996,29 2977,419
928 924 2994,839 2980,645
929 925 2997,097 2983,871
932 926 3007,581 2987,097
926 927 2986,774 2990,323
940 928 3031,29 2993,548
933 929 3008,71 2996,774
931 930 3004,516 3000,0
935 931 3016,29 3003,226
943 932 3042,419 3006,452
939 933 3029,032 3009,678
938 934 3024,678 3012,903
934 935 3013,548 3016,129
948 936 3059,032 3019,355
956 937 3084,194 3022,581
951 938 3066,613 3025,806
954 939 3076,936 3029,032
954 940 3077,097 3032,258
947 941 3053,71 3035,484
955 942 3080,968 3038,71
952 943 3071,129 3041,936
957 944 3088,548 3045,161
960 945 3096,129 3048,387
959 946 3095,0 3051,613
972 947 3134,032 3054,839
966 948 3116,774 3058,064
970 949 3130,0 3061,29
963 950 3105,161 3064,516
974 951 3142,581 3067,742
976 952 3146,774 3070,968
975 953 3143,871 3074,194
968 954 3121,774 3077,419
976 955 3147,258 3080,645
976 956 3146,935 3083,871
982 957 3168,064 3087,097
987 958 3184,355 3090,322
980 959 3162,097 3093,548
987 960 3183,387 3096,774
988 961 3186,935 3100,0
988 962 3187,419 3103,226
995 963 3209,193 3106,452
993 964 3204,032 3109,678
1002 965 3233,387 3112,903
995 966 3208,548 3116,129
998 967 3219,839 3119,355
996 968 3211,452 3122,581
998 969 3219,839 3125,806
1003 970 3235,806 3129,032
1005 971 3241,129 3132,258
1007 972 3248,226 3135,484
1010 973 3259,355 3138,71
1011 974 3259,839 3141,936
1010 975 3257,258 3145,161
1014 976 3271,452 3148,387
1015 977 3274,839 3151,613
1013 978 3268,064 3154,839
1016 979 3277,903 3158,065
1018 980 3285,484 3161,29
1020 981 3289,193 3164,516
1021 982 3293,387 3167,742
1022 983 3295,807 3170,968
1022 984 3298,226 3174,194
1023 985 3300,0 3177,419
1023 986 3300,0 3180,645
1023 987 3300,0 3183,871
1023 988 3300,0 3187,097
1023 989 3299,516 3190,323
1023 990 3300,0 3193,548
1023 991 3300,0 3196,774
1023 992 3300,0 3200,0
1023 993 3300,0 3203,226
1023 994 3300,0 3206,451
1023 995 3300,0 3209,677
1023 996 3300,0 3212,903
